record_id,well_id,depth_m,mud_weight_ppg,rop_m_per_hr,rpm,wob_klbf
R000548,W004,2950,13.1,15.04,109.8,29.18
R000549,W004,2975,13.05,13.52,110.8,28.3
R000550,W004,3000,13.21,14.45,113.3,27.48
R000551,W004,3025,13.22,13.01,105.3,28.45
R000552,W004,3050,13.25,13.86,109.8,30.49
R000553,W004,3075,13.28,14.64,101.5,30.79
R000554,W004,3100,13.31,12.27,104,28.25
R000555,W004,3125,13.41,12.14,104.6,29.85
R000556,W004,3150,13.42,14.66,99.1,29.71
R000557,W004,3175,13.37,14.05,105.5,31.42
R000558,W004,3200,13.74,8.49,86.4,32.84
R000559,W004,3225,13.67,8.28,90.6,34.51
R000560,W004,3250,13.8,7.89,90.5,33.81
R000561,W004,3275,13.91,7.27,89.9,34.88
R000562,W004,3300,13.86,8.04,88.2,35.91
R000563,W004,3325,13.92,6.87,94.6,34.59
R000564,W004,3350,14.08,8.03,93.9,34.09
R000565,W004,3375,13.98,7.53,96.3,35.17
R000566,W004,3400,14,7.09,94.5,35.85
R000567,W004,3425,14.04,6.59,84.9,36.93
R000568,W004,3450,14.11,6.94,85.9,37.26
R000569,W004,3475,14.16,7.68,89.1,36.07
R000570,W004,3500,14.26,6.67,84.4,37.14
R000571,W004,3525,14.23,6.73,89.9,37.53
R000572,W004,3550,14.33,7.33,94.4,37.26
R000573,W004,3575,14.27,6.29,91.7,36.19
R000574,W005,25,9.08,33.36,147,5.92
R000575,W005,50,9.12,35.35,143.7,5.13
R000576,W005,75,9.07,31.82,138.8,4.47
R000577,W005,100,9.09,34.46,145,5.81
R000578,W005,125,9.1,36.66,138.7,5.62
R000579,W005,150,9.21,30.89,145.2,5.49
R000580,W005,175,9.19,29.6,148.6,6.74
R000581,W005,200,9.34,31.73,139.5,6.01
R000582,W005,225,9.35,30.82,136.8,8.05
R000583,W005,250,9.39,29.76,142.7,8.28
R000584,W005,275,9.41,31.87,141.6,7.92
R000585,W005,300,9.35,36.34,143.1,7.95
R000586,W005,325,9.47,33.41,136.8,8.83
R000587,W005,350,9.52,36.04,147.5,8.93
R000588,W005,375,9.55,29,145.9,7.52
R000589,W005,400,9.5,30,134.2,7.92
R000590,W005,425,9.58,30.28,147.5,8.97
R000591,W005,450,9.64,33.25,139.3,9.49
R000592,W005,475,9.68,28.16,137.9,8.61
R000593,W005,500,9.65,31.83,142.7,7.68
R000594,W005,525,9.77,28.47,136.2,9.75
R000595,W005,550,9.83,29.69,133.7,8.06
R000596,W005,575,9.87,32.69,136.2,9.24
R000597,W005,600,9.92,34.8,142,8.64
R000598,W005,625,9.97,28.73,136.1,8.51
R000599,W005,650,9.89,30.3,139.1,9.56
R000600,W005,675,10,29.09,138.3,10.96
R000601,W005,700,10.06,29.72,137.4,9.94
R000602,W005,725,10.09,32.27,137.5,9.63
R000603,W005,750,10.05,29.13,134.3,11.22
R000604,W005,775,10.13,33.01,130.3,11.78
R000605,W005,800,10.22,16.47,138.7,11.89
R000606,W005,825,10.33,18.3,135.8,14.56
R000607,W005,850,10.29,17.03,136.9,12.87
R000608,W005,875,10.38,17.73,137.5,12.6
R000609,W005,900,10.4,17.62,133.1,15.02
R000610,W005,925,10.46,17.86,131.6,15.11
R000611,W005,950,10.42,17.82,127.4,14.92
R000612,W005,975,10.5,16.88,126.3,14.57
R000613,W005,1000,10.47,18.94,134.5,14.75
R000614,W005,1025,10.6,17.58,128.4,14.91
R000615,W005,1050,10.57,16.24,125.3,13.49
R000616,W005,1075,10.69,17.07,124.5,15.6
R000617,W005,1100,10.63,18.81,121.4,15.07
R000618,W005,1125,10.7,16.96,132.7,16.86
R000619,W005,1150,10.68,18.69,131.5,14.26
R000620,W005,1175,10.77,18.18,131.3,15.87
R000621,W005,1200,10.84,17.57,132,16.85
R000622,W005,1225,10.84,16.18,124.9,16.37
R000623,W005,1250,10.93,15.23,128,15.82
R000624,W005,1275,10.95,16.17,126.5,18.02
R000625,W005,1300,10.92,18.36,123,18.34
R000626,W005,1325,10.99,17.12,130.4,17.93
R000627,W005,1350,11.08,15.35,124.2,16.29
R000628,W005,1375,11.02,15.85,119.2,16.33
R000629,W005,1400,11.05,14.56,118.1,16.78
R000630,W005,1425,11.2,15.92,119.3,19.05
R000631,W005,1450,11.17,14.58,120.8,17.14
R000632,W005,1475,11.26,16.82,126.8,17.09
R000633,W005,1500,11.23,16.65,127.6,17.4
R000634,W005,1525,11.25,16.61,126.7,18.03
R000635,W005,1550,11.29,15.34,127.8,19.6
R000636,W005,1575,11.41,17.03,115.9,19.54
R000637,W005,1600,11.39,16.71,120.3,18.14
R000638,W005,1625,11.38,16.58,125.4,18.16
R000639,W005,1650,11.52,16.5,127.1,19.15
R000640,W005,1675,11.49,14.43,123,20.75
R000641,W005,1700,11.48,16.18,127.5,21.2
R000642,W005,1725,11.55,14.18,117.1,18.7
R000643,W005,1750,11.63,14.05,125,20.35
R000644,W005,1775,11.65,13.39,117.4,19.45
R000645,W005,1800,11.72,14.03,114.8,21.79
R000646,W005,1825,11.63,16.59,116.8,20.7
R000647,W005,1850,11.69,13.63,113.2,21.7
R000648,W005,1875,11.79,15.61,124.2,20.34
R000649,W005,1900,11.86,16.48,112.4,22.15
R000650,W005,1925,11.9,16.15,113.4,20.69
R000651,W005,1950,11.83,13.11,115.9,20.94
R000652,W005,1975,11.96,15.78,123.2,22.97
R000653,W005,2000,11.99,15.97,110.7,23.44
R000654,W005,2025,11.83,17.62,116.2,21.02
R000655,W005,2050,11.86,15.31,114.9,20.99
R000656,W005,2075,11.81,15.25,121.4,22.59
R000657,W005,2100,11.83,17.05,117,20.82
R000658,W005,2125,11.92,17.68,116,23.15
R000659,W005,2150,11.7,17.86,113.8,21.74
R000660,W005,2175,11.83,17.97,109.9,20.49
R000661,W005,2200,12.01,14.76,121.8,23.61
R000662,W005,2225,11.98,17.85,110.1,21.79
R000663,W005,2250,12.16,15.56,117.2,23.47
R000664,W005,2275,12.17,17.04,112.1,22.34
R000665,W005,2300,12.13,17.39,112.2,23.11
R000666,W005,2325,12.18,16.99,115.4,24.65
R000667,W005,2350,12.28,14.45,115.9,22.8
R000668,W005,2375,12.28,15.82,110.3,24.96
R000669,W005,2400,12.28,14.2,117.9,23.04
R000670,W005,2425,12.27,16.49,119.2,23.96
R000671,W005,2450,12.32,15.43,113,25.91
R000672,W005,2475,12.45,17.59,117.8,24.39
R000673,W005,2500,12.38,16.6,108.2,24.92
R000674,W005,2525,12.53,16.59,111.7,25.2
R000675,W005,2550,12.57,17.24,109.5,25.93
R000676,W005,2575,12.55,13.98,106.8,25.52
R000677,W005,2600,12.55,16.95,108.8,25.17
R000678,W005,2625,12.64,16.52,116.3,27.13
R000679,W005,2650,12.69,16.49,113.2,24.86
R000680,W005,2675,12.77,14.38,110.5,25.85
R000681,W005,2700,12.8,16.38,114.7,25.54
R000682,W005,2725,12.72,14.89,108.4,25.46
R000683,W005,2750,12.84,13.74,103.7,26.65
R000684,W005,2775,12.84,14.71,115.3,26.88
R000685,W005,2800,12.89,13.57,110.2,26.03
R000686,W005,2825,12.83,13.51,106.9,27.14
R000687,W005,2850,12.89,14.51,102.4,26.65
R000688,W005,2875,13.05,15.25,101.7,27.38
R000689,W005,2900,12.98,12.95,114.2,27.57
R000690,W005,2925,13.1,13.34,112.1,27.34
R000691,W005,2950,13.01,13.17,114.1,28.3
R000692,W005,2975,13.11,15.53,110.1,29.64
R000693,W005,3000,13.09,15.68,108.1,29.46
R000694,W005,3025,13.24,12.37,107.4,28.13
R000695,W005,3050,13.18,14.24,102.4,29.89
R000696,W005,3075,13.25,14.74,100.7,27.9
R000697,W005,3100,13.27,12.42,102,29.34
R000698,W005,3125,13.27,14.42,109.5,31.03
R000699,W005,3150,13.43,12.28,100.9,28.91
R000700,W005,3175,13.47,12.59,110.5,28.99
R000701,W005,3200,13.87,8.74,93.7,33.81
R000702,W005,3225,13.82,7.85,95.4,33.53
R000703,W005,3250,13.86,8.35,97.3,34.5
R000704,W005,3275,13.84,7.67,93.8,34.77
R000705,W005,3300,13.92,6.94,95.3,33.93
R000706,W005,3325,13.99,7.03,85.5,33.9
R000707,W005,3350,13.95,7.88,90.3,36.96
R000708,W005,3375,14.08,7.12,91.6,36.95
R000709,W005,3400,14.16,6.75,85,36.76
R000710,W005,3425,14.1,7.65,95.4,34.6
R000711,W005,3450,14.19,7.95,93.2,36.66
R000712,W005,3475,14.16,8.05,90.7,36.66
R000713,W005,3500,14.19,7.79,83.2,36.82
R000714,W005,3525,14.23,7.71,92.6,37.09
R000715,W005,3550,14.23,6.88,81.2,38.25
R000716,W006,25,9,37.36,141.6,6.08
R000717,W006,50,9.05,37.74,142.5,5.12
R000718,W006,75,9.11,36.2,140.3,4.36
R000719,W006,100,9.12,31.77,146.2,7.25
R000720,W006,125,9.25,31.76,142.6,7.07
R000721,W006,150,9.28,34.03,149.3,7.02
R000722,W006,175,9.29,31.77,141,5.29
R000723,W006,200,9.3,31.15,148,6.63
R000724,W006,225,9.26,33.32,140.5,5.61
R000725,W006,250,9.34,28.93,147.8,7.49
R000726,W006,275,9.35,33.67,147.1,6.04
R000727,W006,300,9.49,31.33,145.5,6.93
R000728,W006,325,9.46,31.53,135.3,8.28
R000729,W006,350,9.43,31.59,135.4,8.57
R000730,W006,375,9.5,29.63,137.4,6.88
R000731,W006,400,9.59,33.56,147.4,8.11
R000732,W006,425,9.61,33.57,142.1,9.46
R000733,W006,450,9.66,28.28,143,9.01
R000734,W006,475,9.64,31.75,142.1,8.26
R000735,W006,500,9.76,33.25,134.8,7.75
R000736,W006,525,9.79,28.42,143.1,8.64
R000737,W006,550,9.75,30.09,136.4,9.19
R000738,W006,575,9.78,32.63,141,8.85
R000739,W006,600,9.87,30.11,138.3,10.02
R000740,W006,625,9.83,28.06,141,8.4
R000741,W006,650,9.92,33.31,132.1,8.48
R000742,W006,675,9.89,32.96,141.3,11.51
R000743,W006,700,9.96,27.81,134.6,9.78
R000744,W006,725,10.08,28.31,141.3,10.59
R000745,W006,750,10,31.58,132.9,12.18
R000746,W006,775,10.17,31.32,142.7,9.46
R000747,W006,800,10.16,31.55,141.8,11.45
R000748,W006,825,10.21,18.59,130.9,12.76
R000749,W006,850,10.31,19.3,134.1,12.18
R000750,W006,875,10.38,18.25,137.3,14.83
R000751,W006,900,10.4,19.17,133.6,14.14
R000752,W006,925,10.42,18.14,133.3,14.69
R000753,W006,950,10.41,15.6,135.8,14.97
R000754,W006,975,10.53,18.84,134.8,14.98
R000755,W006,1000,10.54,16.5,122.9,15.5
R000756,W006,1025,10.58,19.02,126.1,13.97
R000757,W006,1050,10.55,16.09,128.2,13.83
R000758,W006,1075,10.7,17.32,124.4,14.44
R000759,W006,1100,10.73,17.11,124.1,15.08
R000760,W006,1125,10.62,16.63,129.9,16.65
R000761,W006,1150,10.67,17.68,133.3,15.78
R000762,W006,1175,10.84,15.81,130.4,15.06
R000763,W006,1200,10.76,16.7,129.7,17.22
R000764,W006,1225,10.91,17.55,120.9,17.75
R000765,W006,1250,10.8,15.54,121.2,17.88
R000766,W006,1275,10.99,16.26,124.3,17.9
R000767,W006,1300,11,17.33,121.3,15.74
R000768,W006,1325,10.99,14.77,124.1,17.23
R000769,W006,1350,11.01,14.73,125,15.9
R000770,W006,1375,11.04,17.23,131.8,17.67
R000771,W006,1400,11.04,15.08,127.1,16.43
R000772,W006,1425,11.08,15.61,129.7,19
R000773,W006,1450,11.12,16.83,123.2,18.55
R000774,W006,1475,11.27,14.14,127.5,18
R000775,W006,1500,11.17,17.38,121.2,18.96
R000776,W006,1525,11.19,16.17,121.9,18.17
R000777,W006,1550,11.22,15.03,126.7,17.77
R000778,W006,1575,11.41,14.08,128.1,20.18
R000779,W006,1600,11.41,16.77,119.4,18.84
R000780,W006,1625,11.36,15.4,123.8,19.18
R000781,W006,1650,11.51,14.1,127.2,20.67
R000782,W006,1675,11.47,16.85,115.2,18.77
R000783,W006,1700,11.51,15.34,127.4,20.38
R000784,W006,1725,11.52,14.33,117.9,20.97
R000785,W006,1750,11.56,14.18,116,20.73
R000786,W006,1775,11.58,15.61,122.5,19.21
R000787,W006,1800,11.66,16.06,118.3,21.53
R000788,W006,1825,11.7,14.81,125.4,20.02
R000789,W006,1850,11.8,15.59,114,21.13
R000790,W006,1875,11.74,13.41,124.7,22.16
R000791,W006,1900,11.8,14.98,121.3,20.73
R000792,W006,1925,11.77,14.08,118.9,21.12
R000793,W006,1950,11.84,13.56,116.2,23.21
R000794,W006,1975,11.91,13.66,111.5,22.13
R000795,W006,2000,11.86,15.81,123,21.7
R000796,W006,2025,12.03,15.25,114.1,21.8
R000797,W006,2050,12.06,14.29,121.3,22.59
R000798,W006,2075,12.01,13.3,121.5,21.57
R000799,W006,2100,12.13,15.01,112.6,24.3
R000800,W006,2125,12.05,13.62,110,23.54
R000801,W006,2150,12.2,12.59,113.7,24.2
R000802,W006,2175,12.14,13.63,116.9,23.26
R000803,W006,2200,12.25,14.99,115.7,24.94
R000804,W006,2225,12.21,15.21,109.2,22.59
R000805,W006,2250,12.23,13.28,120.1,24.47
R000806,W006,2275,12.06,14.96,118.2,24.03
R000807,W006,2300,12.12,18.34,116.1,22.62
R000808,W006,2325,12.19,15.81,116.1,24.89
R000809,W006,2350,12.18,16.4,119.6,22.63
R000810,W006,2375,12.35,15.89,109.5,23.98
R000811,W006,2400,12.3,16.8,117,23.89
R000812,W006,2425,12.26,16.78,111.8,24.6
R000813,W006,2450,12.36,15.8,107.2,23.54
R000814,W006,2475,12.44,17.47,111.4,25.52
R000815,W006,2500,12.53,17.41,119.1,25.88
R000816,W006,2525,12.41,17.43,106.8,23.81
R000817,W006,2550,12.54,17.07,113.3,24.05
R000818,W006,2575,12.62,16.87,116.5,24.07
R000819,W006,2600,12.56,17.03,109.6,26.71
R000820,W006,2625,12.61,15.46,108.8,26.54
R000821,W006,2650,12.6,14.87,112,25.45
R000822,W006,2675,12.75,14.05,106.8,25.69
R000823,W006,2700,12.77,16.06,107.8,25.36
R000824,W006,2725,12.72,13.88,113.9,25.42
R000825,W006,2750,12.8,14.71,113.4,26.27
R000826,W006,2775,12.91,13.99,102.8,26.4
R000827,W006,2800,12.93,16.33,109.4,26.96
R000828,W006,2825,12.92,13.94,106,27.41
R000829,W006,2850,12.88,15.31,112.3,29.09
R000830,W006,2875,12.95,14.64,104.5,26.73
R000831,W006,2900,13.07,12.93,102.8,26.61
R000832,W006,2925,13.06,14.04,112,28.91
R000833,W006,2950,13.04,14.18,100.3,27.62
R000834,W006,2975,13.16,13.89,101.2,30.1
R000835,W006,3000,13.2,15.29,112,27.54
R000836,W006,3025,13.18,14.55,112,29.56
R000837,W006,3050,13.23,15.08,105.3,30.6
R000838,W006,3075,13.29,14.1,99,28.67
R000839,W006,3100,13.36,14.6,100,30.53
R000840,W006,3125,13.35,12.12,107,28.42
R000841,W006,3150,13.44,12.57,100.3,29.26
R000842,W006,3175,13.48,14.15,110.5,30.94
R000843,W006,3200,13.42,12.45,100,30.31
R000844,W006,3225,13.55,13.3,96.8,29.63
R000845,W006,3250,13.55,13.82,107.7,29.65
R000846,W006,3275,13.48,12.99,102,30.47
R000847,W006,3300,13.53,13.09,106.4,31.71
R000848,W006,3325,13.57,12.12,105.5,30.54
R000849,W006,3350,13.72,13.76,99.8,31.31
R000850,W006,3375,13.7,13.06,96.9,30.6
R000851,W006,3400,13.67,13.86,100.3,31.01
R000852,W006,3425,13.7,11.39,96,33.32
R000853,W006,3450,13.77,13.72,97.4,33.44
R000854,W006,3475,13.87,11.69,99.1,33.61
R000855,W006,3500,13.86,13.67,105.4,31.16
R000856,W006,3525,14.28,8.03,82.8,36.54
R000857,W006,3550,14.27,7.76,88.1,37.65
R000858,W006,3575,14.36,7.59,94.3,35.83
R000859,W006,3600,14.4,7.82,93.5,37.61
R000860,W006,3625,14.43,7.76,80,38.95
R000861,W006,3650,14.4,6.97,85.2,38.44
R000862,W006,3675,14.5,6.86,88.6,39.2
R000863,W006,3700,14.47,6.81,78.9,36.81
R000864,W006,3725,14.54,6.6,82.6,37.03
R000865,W006,3750,14.51,6.74,86.6,38.97
R000866,W006,3775,14.63,7.43,85.5,38.18
R000867,W006,3800,14.66,7.46,80.7,37.67
R000868,W006,3825,14.75,5.87,84,40.14
R000869,W006,3850,14.74,6.46,89.7,38.38
R000870,W006,3875,14.7,6.96,83,39.79
R000871,W006,3900,14.73,6.21,86.1,38.75
R000872,W006,3925,14.87,7.11,80.8,39.48
R000873,W006,3950,14.91,6.25,85.5,40.16
R000874,W007,25,9.11,31.53,150.9,4.07
R000875,W007,50,9.09,32.1,151.8,4.16
R000876,W007,75,9.07,36.42,145.9,5.86
R000877,W007,100,9.21,32.21,147.8,7.06
R000878,W007,125,9.24,36.38,143.4,5.63
R000879,W007,150,9.14,31.78,139.4,6.3
R000880,W007,175,9.21,31.89,149.7,4.92
R000881,W007,200,9.2,29.91,141.3,6.85
R000882,W007,225,9.26,36.43,143.2,5.65
R000883,W007,250,9.43,30.77,142.4,6.06
R000884,W007,275,9.46,36.36,140,6.07
R000885,W007,300,9.43,35.88,144.6,6.12
R000886,W007,325,9.46,35.24,138.3,6.67
R000887,W007,350,9.51,33.91,142.1,8.78
R000888,W007,375,9.53,28.73,144.9,6.53
R000889,W007,400,9.62,34.55,138.7,9.28
R000890,W007,425,9.66,32.32,139.2,8.71
R000891,W007,450,9.57,32.89,144.7,9.56
R000892,W007,475,9.62,30.72,139.6,9.85
R000893,W007,500,9.74,32.5,146.7,7.97
R000894,W007,525,9.68,34.9,142.6,7.49
R000895,W007,550,9.76,29.35,132.8,10.09
R000896,W007,575,9.81,29.29,139.5,9.73
R000897,W007,600,9.86,31.77,137.7,8.47
R000898,W007,625,9.96,34.15,138.7,10.94
R000899,W007,650,9.95,29.69,131.5,10.12
R000900,W007,675,9.95,29.42,133.3,9.36
R000901,W007,700,9.99,33.49,139,10.16
R000902,W007,725,10.01,28.09,137.2,10.95
R000903,W007,750,10.05,32.43,139,11.11
R000904,W007,775,10.18,15.98,134.7,12.88
R000905,W007,800,10.16,18.66,127.7,11.63
R000906,W007,825,10.33,19.32,135.3,13.7
R000907,W007,850,10.35,18.42,137.3,12.23
R000908,W007,875,10.42,15.52,132.1,14.23
R000909,W007,900,10.44,18.34,136.4,14.13
R000910,W007,925,10.41,17.49,135.8,14.34
R000911,W007,950,10.39,17.25,136,14.99
R000912,W007,975,10.42,16.9,126.6,14.19
R000913,W007,1000,10.56,15.62,128.7,14.59
R000914,W007,1025,10.63,15.55,131.4,15.61
R000915,W007,1050,10.56,17.83,125.7,13.98
R000916,W007,1075,10.6,16.24,132.7,16.25
R000917,W007,1100,10.65,16.28,130.5,16.38
R000918,W007,1125,10.64,17.65,132.9,15.68
R000919,W007,1150,10.72,17.75,128.7,14.81
R000920,W007,1175,10.8,16.03,120.4,15.54
R000921,W007,1200,10.82,16.53,129.4,15.15
R000922,W007,1225,10.82,17.01,129.7,17.56
R000923,W007,1250,10.86,15.77,126.7,16.43
R000924,W007,1275,10.87,15.57,126.1,17.46
R000925,W007,1300,10.88,18.09,126.5,17.37
R000926,W007,1325,11.02,16.25,126.9,16.29
R000927,W007,1350,10.99,17.05,128.1,18.15
R000928,W007,1375,11.03,15.79,119.1,16.5
R000929,W007,1400,11.16,17.38,122.9,16.42
R000930,W007,1425,11.2,14.78,125.6,16.53
R000931,W007,1450,11.23,15.95,118.9,16.87
R000932,W007,1475,11.2,17.63,124.2,16.94
R000933,W007,1500,11.19,15.67,121.9,18.91
R000934,W007,1525,11.29,15.34,118.1,18.27
R000935,W007,1550,11.32,14.69,127.6,19.71
R000936,W007,1575,11.33,17.48,124.4,19.92
R000937,W007,1600,11.37,17.36,126.8,20.5
R000938,W007,1625,11.39,15.21,120.5,20.78
R000939,W007,1650,11.48,14.36,119.1,19.65
R000940,W007,1675,11.47,15.46,127.5,19.12
R000941,W007,1700,11.47,14,124.6,18.65
R000942,W007,1725,11.51,14.58,126.1,20.5
R000943,W007,1750,11.66,15.33,123,19.3
R000944,W007,1775,11.6,13.46,116.2,21.91
R000945,W007,1800,11.58,13.26,123.2,21.51
R000946,W007,1825,11.74,14.54,119.1,21.03
R000947,W007,1850,11.51,19,117.8,21.32
R000948,W007,1875,11.63,18.33,114.8,21.29
R000949,W007,1900,11.62,19.1,119.4,20.75
R000950,W007,1925,11.56,19.34,116.6,21.88
R000951,W007,1950,11.69,18.98,124.7,19.41
R000952,W007,1975,11.68,16.62,124.4,21.1
R000953,W007,2000,11.81,15.63,116.6,19.81
R000954,W007,2025,11.82,18.26,124.6,22.51
R000955,W007,2050,11.75,18.87,124.5,22.6
R000956,W007,2075,11.8,15.73,119.5,21.8
R000957,W007,2100,11.81,17.81,119.6,22.92
R000958,W007,2125,11.85,16.03,110.8,22.03
R000959,W007,2150,11.89,17.13,119.4,23.66
R000960,W007,2175,12.03,15.76,117.7,21.62
R000961,W007,2200,12,18.61,121.8,23.43
R000962,W007,2225,11.99,16.71,117.9,21.98
R000963,W007,2250,12.14,18.2,110.6,21.89
R000964,W007,2275,12.2,15.84,120,23.22
R000965,W007,2300,12.14,15.57,101.5,24.2
R000966,W007,2325,12.23,15.44,98.5,26.05
R000967,W007,2350,12.28,14.68,112.5,22.72
R000968,W007,2375,12.26,16.91,120.4,25.36
R000969,W007,2400,12.33,16.06,117.9,24.86
R000970,W007,2425,12.3,15.51,116.6,24.44
R000971,W007,2450,12.31,15.48,110.6,25.36
R000972,W007,2475,12.49,16.82,107.4,25.8
R000973,W007,2500,12.39,16,108.7,25.62
R000974,W007,2525,12.48,14.52,110.7,24.05
R000975,W007,2550,12.47,16.45,110.2,23.98
R000976,W007,2575,12.61,14.17,115,24.63
R000977,W007,2600,12.55,13.75,108.9,27.1
R000978,W007,2625,12.59,16.02,110.9,26.27
R000979,W007,2650,12.7,14.61,116,25.2
R000980,W007,2675,12.63,16.28,109.8,26.38
R000981,W007,2700,12.67,13.31,107.3,25.76
R000982,W007,2725,12.7,13.69,107,28.15
R000983,W007,2750,12.88,13.76,105.6,28.29
R000984,W007,2775,12.81,15.05,103.1,25.9
R000985,W007,2800,12.89,14.84,112.7,27.17
R000986,W007,2825,12.9,13.91,98.4,30.97
R000987,W007,2850,13.02,12.45,112.7,26.86
R000988,W007,2875,12.98,14.48,104.1,27.88
R000989,W007,2900,13.03,14.47,101.5,27.85
R000990,W007,2925,13.11,15.45,102.4,28.58
R000991,W007,2950,13.06,13.15,113.4,27.29
R000992,W007,2975,13.12,14.44,111.2,28.48
R000993,W007,3000,13.23,14.73,106.7,29.77
R000994,W007,3025,13.25,14.85,111,27.92
R000995,W007,3050,13.65,8.57,93.5,32.26
R000996,W007,3075,13.63,7.93,93.7,33.35
R000997,W007,3100,13.62,8.46,95.8,32.42
R000998,W007,3125,13.63,8.68,91.5,35.08
R000999,W007,3150,13.79,8.28,97.3,34.06
R001000,W007,3175,13.71,7.02,89.4,33.76
R001001,W007,3200,13.78,7.21,90.6,33.76
R001002,W007,3225,13.88,7.8,84.7,34.19
R001003,W007,3250,13.84,6.86,87.7,34.19
R001004,W007,3275,13.91,7,96.1,33.7
R001005,W007,3300,13.86,8.08,90.3,34.65
R001006,W007,3325,13.95,7.96,96.8,36.5
R001007,W007,3350,13.96,7.8,92.5,35.32
R001008,W007,3375,14.09,7.18,93.6,36.24
R001009,W007,3400,14.1,6.75,93.1,37.33
R001010,W008,25,9.05,31.03,140.5,3.74
R001011,W008,50,9,31.94,146.1,3.9
R001012,W008,75,9.19,32.79,148.8,6.64
R001013,W008,100,9.16,35.55,150.2,4.66
R001014,W008,125,9.23,31.72,151.3,7.06
R001015,W008,150,9.22,30.19,139.2,6.95
R001016,W008,175,9.24,33.42,146.1,5.95
R001017,W008,200,9.32,34.39,142.2,5.4
R001018,W008,225,9.4,36.28,147.1,7.77
R001019,W008,250,9.28,29.66,136.8,5.86
R001020,W008,275,9.42,32.5,144.7,7.73
R001021,W008,300,9.39,32.19,143.4,8.42
R001022,W008,325,9.43,31.78,140.3,7.68
R001023,W008,350,9.43,36.05,137.1,7.7
R001024,W008,375,9.49,29.25,137.8,8.63
R001025,W008,400,9.63,29.1,141.7,7.33
R001026,W008,425,9.61,32.07,140.7,9.69
R001027,W008,450,9.6,35.37,136.9,8.38
R001028,W008,475,9.67,29.82,145.9,9.36
R001029,W008,500,9.74,34.46,142.7,8.44
R001030,W008,525,9.82,28.44,137.6,8.57
R001031,W008,550,9.75,31.78,144.6,10.34
R001032,W008,575,9.83,32.6,132,9.76
R001033,W008,600,9.81,30.18,141.2,8.83
R001034,W008,625,9.89,32.98,140.5,9.93
R001035,W008,650,9.9,28.63,141,11.38
R001036,W008,675,9.97,30.53,139.2,11.13
R001037,W008,700,9.99,28.25,132.3,10.66
R001038,W008,725,9.98,30.35,132.9,9.59
R001039,W008,750,10.12,31.45,141,9.73
R001040,W008,775,10.08,32.69,134,11.1
R001041,W008,800,10.14,28.05,130.8,9.89
R001042,W008,825,10.14,31.08,132.3,12.02
R001043,W008,850,10.37,19.12,127.7,12.96
R001044,W008,875,10.36,16.16,136.2,14.35
R001045,W008,900,10.34,16.12,130.7,14.75
R001046,W008,925,10.47,15.4,130.6,13.36
R001047,W008,950,10.48,17.05,136.3,15.39
R001048,W008,975,10.52,18.05,125.1,15.87
R001049,W008,1000,10.51,16.21,133.9,15.92
R001050,W008,1025,10.51,17.42,126.4,16.05
R001051,W008,1050,10.53,15.56,135.7,16.26
R001052,W008,1075,10.65,17.35,123.2,15.62
R001053,W008,1100,10.64,16.49,124.7,15.82
R001054,W008,1125,10.66,17.97,122.2,14.64
R001055,W008,1150,10.79,17.46,132.6,16.11
R001056,W008,1175,10.81,17.41,128.3,15.47
R001057,W008,1200,10.76,14.71,126.9,17.33
R001058,W008,1225,10.82,15.15,127.7,14.87
R001059,W008,1250,10.91,16.9,131.1,16.98
R001060,W008,1275,10.84,18.4,126.6,15.56
R001061,W008,1300,10.94,16.69,126.8,16.13
R001062,W008,1325,10.95,14.49,128.8,16.67
R001063,W008,1350,11.06,17.77,128.9,16.76
R001064,W008,1375,11.13,17.72,131.4,17.09
R001065,W008,1400,11.08,17.27,119.3,16.21
R001066,W008,1425,11.06,14.17,128.6,17.63
R001067,W008,1450,11.2,16.13,130.4,18.26
R001068,W008,1475,11.14,15.76,117.8,19.09
R001069,W008,1500,11.2,14.59,128,18.68
R001070,W008,1525,11.26,15.04,126.1,17.94
R001071,W008,1550,11.23,16.32,126.7,17.75
R001072,W008,1575,11.39,16.78,117.3,18.66
R001073,W008,1600,11.42,15.42,119.7,17.74
R001074,W008,1625,11.46,14.27,119.5,18.3
R001075,W008,1650,11.44,15.97,126.2,20.59
R001076,W008,1675,11.6,12.98,125,20.9
R001077,W008,1700,11.47,16.86,123.5,20.19
R001078,W008,1725,11.55,14.97,125.9,18.79
R001079,W008,1750,11.64,15.02,119.2,20.89
R001080,W008,1775,11.66,15.31,115.6,19.81
R001081,W008,1800,11.62,14.69,119.6,20.43
R001082,W008,1825,11.71,15.62,113,19.37
R001083,W008,1850,11.75,13.89,113.7,21.59
R001084,W008,1875,11.81,14.04,114.2,22.05
R001085,W008,1900,11.87,13.23,116.2,20.88
R001086,W008,1925,11.89,15.87,117.4,22.04
R001087,W008,1950,11.82,15.35,121.9,23.29
R001088,W008,1975,11.83,15.38,118.9,23.41
R001089,W008,2000,11.99,12.86,119.9,23.68
R001090,W008,2025,11.73,16.79,113,22.75
R001091,W008,2050,11.86,15.42,120.8,22.05
R001092,W008,2075,11.78,16.51,117.2,22.5
R001093,W008,2100,11.82,17.31,112.5,23.26
R001094,W008,2125,11.92,18.62,120.3,20.85
R001095,W008,2150,12.01,17.43,112,21.21
